session;joueur;BP_periode;BP_traitement;BP_groupe;BP_dotation;BP_contribution;BP_contribution_groupe;BP_decision_time;BP_gain_periode;BP_gain_cumule;naissance;genre;nationalite;couple;etudiant;etudiant_discipline;etudiant_niveau;experiences;fratrie_nombre;fratrie_rang;sportif;sportif_type;sportif_competition;religion_place;religion_croyance;religion_nom
201501201125;201501201125_j_34;16;0;201501201125_g_0;20;4;30;0;28.0;431.4;1968;0;77;0;1;6;3;0;8;9;1;1;0;3;1;4
201501201125;201501201125_j_34;17;0;201501201125_g_0;20;5;35;0;29.0;460.4;1968;0;77;0;1;6;3;0;8;9;1;1;0;3;1;4
201501201125;201501201125_j_34;18;0;201501201125_g_0;20;17;52;0;23.8;484.2;1968;0;77;0;1;6;3;0;8;9;1;1;0;3;1;4
201501201125;201501201125_j_34;19;0;201501201125_g_0;20;5;38;0;30.2;514.4;1968;0;77;0;1;6;3;0;8;9;1;1;0;3;1;4
201501201125;201501201125_j_34;20;0;201501201125_g_0;20;12;52;0;28.8;543.2;1968;0;77;0;1;6;3;0;8;9;1;1;0;3;1;4
201501201125;201501201125_j_35;1;0;201501201125_g_6;20;11;29;0;20.6;20.6;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;2;0;201501201125_g_6;20;14;31;0;18.4;39.0;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;3;0;201501201125_g_6;20;6;27;0;24.8;63.8;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;4;0;201501201125_g_6;20;17;55;0;25.0;88.8;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;5;0;201501201125_g_6;20;6;56;0;36.4;125.2;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;6;0;201501201125_g_6;20;4;47;0;34.8;160.0;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;7;0;201501201125_g_6;20;3;39;0;32.6;192.6;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;8;0;201501201125_g_6;20;17;30;0;15.0;207.6;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;9;0;201501201125_g_6;20;0;23;0;29.2;236.8;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;10;0;201501201125_g_6;20;4;35;0;30.0;266.8;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;11;0;201501201125_g_6;20;15;40;0;21.0;287.8;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;12;0;201501201125_g_6;20;18;51;0;22.4;310.2;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;13;0;201501201125_g_6;20;10;42;0;26.8;337.0;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;14;0;201501201125_g_6;20;13;44;0;24.6;361.6;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;15;0;201501201125_g_6;20;1;21;0;27.4;389.0;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;16;0;201501201125_g_6;20;13;23;0;16.2;405.2;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;17;0;201501201125_g_6;20;8;52;0;32.8;438.0;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;18;0;201501201125_g_6;20;7;20;0;21.0;459.0;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;19;0;201501201125_g_6;20;15;53;0;26.2;485.2;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_35;20;0;201501201125_g_6;20;16;47;0;22.8;508.0;1990;0;38;1;0;None;None;1;9;5;0;None;None;2;2;1
201501201125;201501201125_j_36;1;0;201501201125_g_1;20;4;19;0;23.6;23.6;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;2;0;201501201125_g_1;20;6;29;0;25.6;49.2;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;3;0;201501201125_g_1;20;16;49;0;23.6;72.8;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;4;0;201501201125_g_1;20;10;52;0;30.8;103.6;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;5;0;201501201125_g_1;20;16;60;0;28.0;131.6;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;6;0;201501201125_g_1;20;19;52;0;21.8;153.4;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;7;0;201501201125_g_1;20;6;50;0;34.0;187.4;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;8;0;201501201125_g_1;20;9;16;0;17.4;204.8;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;9;0;201501201125_g_1;20;8;25;0;22.0;226.8;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;10;0;201501201125_g_1;20;16;54;0;25.6;252.4;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;11;0;201501201125_g_1;20;19;50;0;21.0;273.4;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;12;0;201501201125_g_1;20;4;33;0;29.2;302.6;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;13;0;201501201125_g_1;20;10;37;0;24.8;327.4;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;14;0;201501201125_g_1;20;9;29;0;22.6;350.0;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;15;0;201501201125_g_1;20;19;49;0;20.6;370.6;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;16;0;201501201125_g_1;20;7;32;0;25.8;396.4;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;17;0;201501201125_g_1;20;17;41;0;19.4;415.8;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;18;0;201501201125_g_1;20;15;33;0;18.2;434.0;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;19;0;201501201125_g_1;20;18;59;0;25.6;459.6;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_36;20;0;201501201125_g_1;20;15;45;0;23.0;482.6;1995;1;30;1;1;9;5;0;8;5;1;1;0;4;3;4
201501201125;201501201125_j_37;1;0;201501201125_g_0;20;13;52;0;27.8;27.8;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;2;0;201501201125_g_0;20;14;28;0;17.2;45.0;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;3;0;201501201125_g_0;20;2;41;0;34.4;79.4;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;4;0;201501201125_g_0;20;2;21;0;26.4;105.8;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;5;0;201501201125_g_0;20;10;43;0;27.2;133.0;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;6;0;201501201125_g_0;20;10;39;0;25.6;158.6;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;7;0;201501201125_g_0;20;16;38;0;19.2;177.8;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;8;0;201501201125_g_0;20;3;40;0;33.0;210.8;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;9;0;201501201125_g_0;20;11;40;0;25.0;235.8;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;10;0;201501201125_g_0;20;17;46;0;21.4;257.2;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;11;0;201501201125_g_0;20;14;28;0;17.2;274.4;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;12;0;201501201125_g_0;20;4;52;0;36.8;311.2;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;13;0;201501201125_g_0;20;15;41;0;21.4;332.6;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;14;0;201501201125_g_0;20;6;42;0;30.8;363.4;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;15;0;201501201125_g_0;20;12;50;0;28.0;391.4;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;16;0;201501201125_g_0;20;3;30;0;29.0;420.4;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;17;0;201501201125_g_0;20;13;35;0;21.0;441.4;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;18;0;201501201125_g_0;20;19;52;0;21.8;463.2;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;19;0;201501201125_g_0;20;18;38;0;17.2;480.4;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_37;20;0;201501201125_g_0;20;3;52;0;37.8;518.2;1970;0;66;0;0;None;None;0;1;2;0;None;None;1;3;2
201501201125;201501201125_j_30;1;0;201501201125_g_3;20;16;44;0;21.6;21.6;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;2;0;201501201125_g_3;20;13;48;0;26.2;47.8;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;3;0;201501201125_g_3;20;11;30;0;21.0;68.8;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;4;0;201501201125_g_3;20;13;54;0;28.6;97.4;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;5;0;201501201125_g_3;20;17;53;0;24.2;121.6;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;6;0;201501201125_g_3;20;13;45;0;25.0;146.6;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;7;0;201501201125_g_3;20;1;35;0;33.0;179.6;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;8;0;201501201125_g_3;20;13;27;0;17.8;197.4;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;9;0;201501201125_g_3;20;15;57;0;27.8;225.2;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;10;0;201501201125_g_3;20;15;56;0;27.4;252.6;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;11;0;201501201125_g_3;20;13;54;0;28.6;281.2;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;12;0;201501201125_g_3;20;15;52;0;25.8;307.0;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;13;0;201501201125_g_3;20;2;42;0;34.8;341.8;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;14;0;201501201125_g_3;20;17;48;0;22.2;364.0;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;15;0;201501201125_g_3;20;9;25;0;21.0;385.0;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;16;0;201501201125_g_3;20;13;58;0;30.2;415.2;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;17;0;201501201125_g_3;20;18;32;0;14.8;430.0;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;18;0;201501201125_g_3;20;14;44;0;23.6;453.6;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;19;0;201501201125_g_3;20;18;49;0;21.6;475.2;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_30;20;0;201501201125_g_3;20;0;20;0;28.0;503.2;1992;1;11;0;0;None;None;0;10;1;0;None;None;4;2;4
201501201125;201501201125_j_31;1;0;201501201125_g_8;20;16;61;0;28.4;28.4;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;2;0;201501201125_g_8;20;17;44;0;20.6;49.0;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;3;0;201501201125_g_8;20;15;46;0;23.4;72.4;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;4;0;201501201125_g_8;20;10;26;0;20.4;92.8;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;5;0;201501201125_g_8;20;2;21;0;26.4;119.2;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;6;0;201501201125_g_8;20;7;37;0;27.8;147.0;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;7;0;201501201125_g_8;20;20;49;0;19.6;166.6;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;8;0;201501201125_g_8;20;4;32;0;28.8;195.4;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;9;0;201501201125_g_8;20;5;30;0;27.0;222.4;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;10;0;201501201125_g_8;20;2;26;0;28.4;250.8;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;11;0;201501201125_g_8;20;13;23;0;16.2;267.0;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;12;0;201501201125_g_8;20;15;55;0;27.0;294.0;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;13;0;201501201125_g_8;20;3;34;0;30.6;324.6;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;14;0;201501201125_g_8;20;8;46;0;30.4;355.0;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;15;0;201501201125_g_8;20;0;42;0;36.8;391.8;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;16;0;201501201125_g_8;20;0;19;0;27.6;419.4;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;17;0;201501201125_g_8;20;10;38;0;25.2;444.6;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;18;0;201501201125_g_8;20;4;35;0;30.0;474.6;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;19;0;201501201125_g_8;20;0;33;0;33.2;507.8;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_31;20;0;201501201125_g_8;20;4;52;0;36.8;544.6;1984;0;46;0;0;None;None;1;5;6;0;None;None;1;3;1
201501201125;201501201125_j_32;1;0;201501201125_g_0;20;4;52;0;36.8;36.8;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;2;0;201501201125_g_0;20;8;28;0;23.2;60.0;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;3;0;201501201125_g_0;20;8;41;0;28.4;88.4;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;4;0;201501201125_g_0;20;17;21;0;11.4;99.8;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;5;0;201501201125_g_0;20;1;43;0;36.2;136.0;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;6;0;201501201125_g_0;20;5;39;0;30.6;166.6;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;7;0;201501201125_g_0;20;11;38;0;24.2;190.8;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;8;0;201501201125_g_0;20;19;40;0;17.0;207.8;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;9;0;201501201125_g_0;20;7;40;0;29.0;236.8;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;10;0;201501201125_g_0;20;7;46;0;31.4;268.2;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;11;0;201501201125_g_0;20;6;28;0;25.2;293.4;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;12;0;201501201125_g_0;20;18;52;0;22.8;316.2;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;13;0;201501201125_g_0;20;5;41;0;31.4;347.6;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;14;0;201501201125_g_0;20;19;42;0;17.8;365.4;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;15;0;201501201125_g_0;20;5;50;0;35.0;400.4;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;16;0;201501201125_g_0;20;4;30;0;28.0;428.4;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;17;0;201501201125_g_0;20;10;35;0;24.0;452.4;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;18;0;201501201125_g_0;20;4;52;0;36.8;489.2;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;19;0;201501201125_g_0;20;4;38;0;31.2;520.4;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_32;20;0;201501201125_g_0;20;20;52;0;20.8;541.2;1963;1;36;1;0;None;None;0;10;7;0;None;None;2;3;6
201501201125;201501201125_j_33;1;0;201501201125_g_2;20;12;36;0;22.4;22.4;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;2;0;201501201125_g_2;20;7;26;0;23.4;45.8;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;3;0;201501201125_g_2;20;15;51;0;25.4;71.2;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;4;0;201501201125_g_2;20;15;45;0;23.0;94.2;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;5;0;201501201125_g_2;20;11;29;0;20.6;114.8;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;6;0;201501201125_g_2;20;15;47;0;23.8;138.6;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;7;0;201501201125_g_2;20;15;26;0;15.4;154.0;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;8;0;201501201125_g_2;20;14;41;0;22.4;176.4;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;9;0;201501201125_g_2;20;19;63;0;26.2;202.6;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;10;0;201501201125_g_2;20;16;33;0;17.2;219.8;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;11;0;201501201125_g_2;20;15;38;0;20.2;240.0;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;12;0;201501201125_g_2;20;4;29;0;27.6;267.6;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;13;0;201501201125_g_2;20;12;38;0;23.2;290.8;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;14;0;201501201125_g_2;20;6;33;0;27.2;318.0;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;15;0;201501201125_g_2;20;20;33;0;13.2;331.2;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;16;0;201501201125_g_2;20;8;32;0;24.8;356.0;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;17;0;201501201125_g_2;20;1;32;0;31.8;387.8;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;18;0;201501201125_g_2;20;5;41;0;31.4;419.2;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;19;0;201501201125_g_2;20;6;33;0;27.2;446.4;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_33;20;0;201501201125_g_2;20;2;22;0;26.8;473.2;1957;0;41;0;1;1;3;1;0;0;0;None;None;3;4;4
201501201125;201501201125_j_8;1;0;201501201125_g_9;20;19;71;0;29.4;29.4;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;2;0;201501201125_g_9;20;1;18;0;26.2;55.6;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;3;0;201501201125_g_9;20;0;20;0;28.0;83.6;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;4;0;201501201125_g_9;20;17;55;0;25.0;108.6;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;5;0;201501201125_g_9;20;12;47;0;26.8;135.4;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;6;0;201501201125_g_9;20;12;49;0;27.6;163.0;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;7;0;201501201125_g_9;20;16;38;0;19.2;182.2;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;8;0;201501201125_g_9;20;2;19;0;25.6;207.8;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;9;0;201501201125_g_9;20;8;39;0;27.6;235.4;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;10;0;201501201125_g_9;20;9;32;0;23.8;259.2;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;11;0;201501201125_g_9;20;2;31;0;30.4;289.6;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;12;0;201501201125_g_9;20;14;42;0;22.8;312.4;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;13;0;201501201125_g_9;20;11;37;0;23.8;336.2;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;14;0;201501201125_g_9;20;2;12;0;22.8;359.0;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;15;0;201501201125_g_9;20;4;32;0;28.8;387.8;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;16;0;201501201125_g_9;20;9;42;0;27.8;415.6;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;17;0;201501201125_g_9;20;2;34;0;31.6;447.2;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;18;0;201501201125_g_9;20;5;23;0;24.2;471.4;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
201501201125;201501201125_j_8;19;0;201501201125_g_9;20;16;30;0;16.0;487.4;1999;1;71;1;0;None;None;0;9;2;1;1;1;4;4;4
